Channel,Package,Position,Satellite,Language,Resolution,Encryption,Genre,Type
Guatevisión,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,,TV
Canal 27,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,,TV
Canal 2,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,,TV
Canal 4,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,,TV
Tigo Sports,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,Sports,TV
Canal 6,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,,TV
Megavisión Canal 21,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,,TV
Telemundo Internacional Sur,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,,TV
Az Corazón,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,General,TV
Ve Plus Panregional,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,,TV
Space Sur,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,,TV
Pasiones Latinoamérica,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,,TV
Teletica 7,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,,TV
ESPN Extra Sur,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,Sports,TV
Discovery Home & Health Latinoamérica,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,Documentary,TV
El Gourmet Sur,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,,TV
TNT América Latina,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,Films,TV
Venus,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,Adults,TV
TNT Series Argentina,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,,TV
CNN en Español,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,News,TV
TBS América Latina,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,,TV
Disney Junior Sur,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,Children,TV
Discovery Kids América Latina,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,Children,TV
TCM América Latina,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,Films,TV
Discovery Channel Latinoamérica,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,Documentary,TV
Investigation Discovery Latinoamérica,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,Documentary,TV
ZooMoo Latinoamérica,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,Children,TV
Love Nature,Tigo,117° W,EUTELSAT 117 West A,English,SD,Encoded,Documentary,TV
Cartoon Network Latinoamérica,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,Children,TV
TVE Internacional América,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,General,TV
Cartoonito Argentina,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,Children,TV
Nick Jr Latin America,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,Children,TV
Disney Channel Sur,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,Children,TV
Nickelodeon Sur,Tigo,117° W,EUTELSAT 117 West A,Spanish,SD,Encoded,Children,TV
TeleFórmula,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Cinema Platino,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Films,TV
TVC,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Video Rola,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Music,TV
TVC Deportes,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Sports,TV
Pánico,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
TVC Deportes 2,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Sports,TV
CineClick,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
XTime Channel,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Films,TV
Primetime Channel,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
TeveKids,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Children,TV
TVE Internacional América,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,General,TV
Star HD,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,General,TV
Clan,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Children,TV
Concert Channel,,117° W,EUTELSAT 117 West A,English,HD,Encoded,Music,TV
Claro Cinema,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Films,TV
Foro TV,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Las Estrellas México +2,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
BitMe,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Canal 5,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Telehit Música,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Music,TV
Distrito Comedia,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Telemundo Internacional México,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Las Estrellas México,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Nu9ve,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Golden Edge,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Hola! TV América Latina,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Fashion,TV
Atrecine,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Films,TV
Atreseries,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Golden Plus,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Golden Premier,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Golden Premier 2,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Adrenalina Sports Network,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Sports,TV
De Película Plus,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Films,TV
TeleHit,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Music,TV
TUDN México,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Sports,TV
Unicable,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Tlnovelas América,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,General,TV
Bandamax,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Music,TV
Canal 22 Internacional,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Culture,TV
Studiocanal TV,,117° W,EUTELSAT 117 West A,French,HD,Encoded,Films,TV
Golden,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
De Película,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Films,TV
TeleHit,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Music,TV
Las Estrellas México +1,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Golden Premier,,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
Fox Sports Premium,,117° W,EUTELSAT 117 West A,Spanish|English,HD,Encoded,Sports,TV
Fox Sports HD Latin America,,117° W,EUTELSAT 117 West A,Spanish|English,HD,Encoded,Sports,TV
Fox Sports 2 México,,117° W,EUTELSAT 117 West A,Spanish|English,HD,Encoded,Sports,TV
Fox Sports 3 Latin America,,117° W,EUTELSAT 117 West A,Spanish|English,HD,Encoded,Sports,TV
Warner Channel Atlántico Sur,Tigo,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Films,TV
History Latinoamérica,Tigo,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Documentary,TV
Space Sur,Tigo,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
AXN Latinoamérica,Tigo,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,,TV
TNT América Latina,Tigo,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Films,TV
Tigo Sports,Tigo,117° W,EUTELSAT 117 West A,Spanish,HD,Encoded,Sports,TV
Canal del Congreso 45.1,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Free-to-air,Political,TV
Canal 22.2,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Free-to-air,Culture,TV
CMB TV,,117° W,EUTELSAT 117 West B,Spanish,HD,Free-to-air,Religious,TV
Teleritmo,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Music,TV
Agrotendencia TV,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Az Clic,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Love Nature,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Documentary,TV
María+Visión,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Religious,TV
Enlace,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Religious,TV
Mórbido TV,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
Claro Sports,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Sports,TV
El Financiero Bloomberg,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Business,TV
A+,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
ADN 40,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
ATB,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Red Uno,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
PAT,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Unitel La Paz,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Bolivia TV 7.1,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,General,TV
Telefuturo,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
SNT,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Trece,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Unicanal,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
El Trece,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,General,TV
Tigo Sports +,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Sports,TV
Warner Channel Atlántico Sur,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
A&E Latinoamérica,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
E! Sur,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,General,TV
TV Culturas,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Culture,TV
Bolivisión,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
ESPN 4 América Latina,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Sports,TV
TV Globo Internacional Américas,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,General,TV
Fox Sports 2 Latin America,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Sports,TV
Tlnovelas América,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,General,TV
ESPN 3 América Latina,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Sports,TV
Paraguay TV,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,General,TV
Telefe Internacional,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
ESPN América Latina,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Sports,TV
C9N,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,News,TV
ESPN 2 Argentina,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Sports,TV
National Geographic Sur,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Documentary,TV
N PY,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,News,TV
Latele,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
América TV,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Star Channel Latin America,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
FX Sur,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
TVU,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Education,TV
Gen,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
ABC TV,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Sony Channel Sur,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
AXN Latinoamérica,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Las Estrellas Latinoamérica,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Tru TV América Latina,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
ABE Educativo,Tigo,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Education,TV
La Mexicana TV,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Las Estrellas México +2,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Canal Star TV,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Promo,TV
Star Channel México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Sony Channel Centro,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Unicable,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Warner Channel México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
Universal TV México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
Tru TV América Latina,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
TBS América Latina,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
National Geographic México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Documentary,TV
Disney Channel México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Children,TV
Disney Junior México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Children,TV
ZooMoo Latinoamérica,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Children,TV
Cartoon Network México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Children,TV
Cartoonito México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Children,TV
Cinemax Latinoamérica,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
Space México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
HBO Latinoamérica,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
ESPN 3 América Latina,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Sports,TV
Adrenalina Sports Network,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Sports,TV
Heraldo TV,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
MTV Latino Norte,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Music,TV
Telehit Música,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Music,TV
Bandamax,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Music,TV
Nu9ve,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
FX Norte,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
AXN Latinoamérica,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
A&E Latinoamérica,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
Tlnovelas América,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,General,TV
TNT Series México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Distrito Comedia,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Ingenio TV,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Education,TV
History Latinoamérica,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Documentary,TV
Nickelodeon Norte,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Children,TV
Nick Jr Latin America,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Children,TV
Once niñas y niños,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Children,TV
Tooncast,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Children,TV
De Película,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
Paramount Network Latin America,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Golden,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Golden Edge,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
CNN en Español,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,News,TV
Once México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Canal Catorce,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
TV UNAM,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Canal 22 Nacional,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Culture,TV
TeleHit,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Music,TV
Foro TV,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Syfy Latin,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Telemundo Internacional México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Lifetime Latinoamérica,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Az Corazón,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Comedy Central Latinoamérica Norte,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
History 2 Latinoamérica,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Documentary,TV
Baby TV México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Children,TV
Cinecanal Oeste,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
Studio Universal México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
TNT México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
Az Cinema,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
Fox Sports 3 México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Sports,TV
CNN International Latin America,Star TV México,117° W,EUTELSAT 117 West B,English,SD,Encoded,News,TV
Justicia TV,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Political,TV
Playboy TV Latin America,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Adults,TV
Venus,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Adults,TV
La Mejor TV,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Exa TV,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
MTV 00s,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Music,TV
TeleFórmula,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
TVE Internacional América,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,General,TV
CineLatino,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
TCM América Latina,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
Universal Premiere,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
Universal Cinema,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
Universal Comedy,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
Universal Crime,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
Universal Reality,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Films,TV
AyM Sports,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,Sports,TV
Radio Cañon Zacatecas,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Radio Cañon Guadalajara,Star TV México,117° W,EUTELSAT 117 West B,Spanish,SD,Encoded,,TV
Azteca Uno,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,,TV
Las Estrellas México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,,TV
Canal 5,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,,TV
Azteca 7,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,,TV
Tigo Sports,Tigo,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,Sports,TV
Tigo Sports 3,Tigo,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,Sports,TV
TyC Sports Latinoamérica,Tigo,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,Sports,TV
ESPN México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,Sports,TV
ESPN Extra México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,Sports,TV
Fox Sports México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,Sports,TV
Milenio TV,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,,TV
E! México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,General,TV
BitMe,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,,TV
HBO 2 Latinoamérica,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,Films,TV
HBO Mundi México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,Films,TV
HBO Family Latinoamérica,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,Films,TV
HBO Xtreme Latinoamérica,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,Films,TV
HBO Pop Latinoamérica,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,Films,TV
ESPN 2 América Latina,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,Sports,TV
Fox Sports Premium,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,Sports,TV
TUDN México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,Sports,TV
Imagen TV,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,,TV
Fox Sports 2 México,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,Sports,TV
Canal 6 Nacional,Star TV México,117° W,EUTELSAT 117 West B,Spanish,HD,Encoded,,TV
RTK 1 Sat,DigitAlb,16° E,EUTELSAT 16A,Albanian,SD,Free-to-air,General,TV
Top News,DigitAlb,16° E,EUTELSAT 16A,Albanian,SD,Free-to-air,News,TV
Vision 4,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,,TV
CRTV,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,General,TV
Hadi TV 5,New World,16° E,EUTELSAT 16A,,SD,Free-to-air,Religious,TV
Sen TV,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,,TV
CRTV News,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,News,TV
URHC TV,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,Religious,TV
RTB TV,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,General,TV
Vision 4 RCA,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,,TV
CRTV Sports and Entertainment,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,Sports,TV
LM TV Français,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,,TV
Arewa 24,New World,16° E,EUTELSAT 16A,Hausa,SD,Free-to-air,,TV
ORTB TV,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,General,TV
France 24 Français,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,News,TV
Asonga TV,New World,16° E,EUTELSAT 16A,Spanish,SD,Free-to-air,,TV
Canal 2 International,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,General,TV
ImpacTV,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,Religious,TV
Power TV,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,Religious,TV
Africa TV 3,New World,16° E,EUTELSAT 16A,Hausa,SD,Free-to-air,,TV
Malikia TV,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,,TV
Voxafrica Afrique,New World,16° E,EUTELSAT 16A,,SD,Free-to-air,,TV
Eden TV,New World,16° E,EUTELSAT 16A,,SD,Free-to-air,,TV
Voir + Réunion,Canal + Réunion,16° E,EUTELSAT 16A,French,SD,Free-to-air,Promo,TV
K CN 1,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Free-to-air,,TV
K CN 2,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Free-to-air,Music,TV
K CN 3,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Free-to-air,,TV
TV Malagasy,,16° E,EUTELSAT 16A,,SD,Free-to-air,General,TV
Pink Folk 1,Total TV,16° E,EUTELSAT 16A,Serbian,SD,Free-to-air,Music,TV
TV Duga +,,16° E,EUTELSAT 16A,Serbian,SD,Free-to-air,,TV
Aigle Champion TV,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,Religious,TV
Télé Tchad,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,,TV
Equinoxe TV,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,,TV
Alwilayah TV Hausa,New World,16° E,EUTELSAT 16A,Hausa,SD,Free-to-air,,TV
Tchad 24,New World,16° E,EUTELSAT 16A,French,SD,Free-to-air,,TV
TVR International,,16° E,EUTELSAT 16A,Romanian,SD,Free-to-air,General,TV
France 24 Français,,16° E,EUTELSAT 16A,French,SD,Free-to-air,News,TV
Z1 TV,Max TV,16° E,EUTELSAT 16A,Croatian,SD,Free-to-air,,TV
OTV Valentino,Max TV,16° E,EUTELSAT 16A,Bosnian,SD,Free-to-air,,TV
Wness TV,,16° E,EUTELSAT 16A,English|Bulgarian|Ukrainian,SD,Free-to-air,,TV
Yu Planet TV,,16° E,EUTELSAT 16A,Serbian,SD,Free-to-air,,TV
TV Koper-Capodistria,Max TV,16° E,EUTELSAT 16A,Italian,SD,Free-to-air,,TV
Nova 24 TV,Max TV,16° E,EUTELSAT 16A,Slovenian,SD,Free-to-air,,TV
